counterparty,ticker_or_contract,cusip,product_type,underlying,quantity,price_demo,notional_usd_est,currency,trade_date,expiry,strike,option_type,exchange,notes
AQR Capital Management,QQQ_20261027_C_349p14,,OPTION,QQQ,3971,50.34,199900.14,USD,2026-02-23,2026-10-27,349.14,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
AQR Capital Management,XLE,,ETF,XLE,336,370.16,124373.76,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
AQR Capital Management,IWM_20260831_P_196p94,,OPTION,IWM,-1298,32.65,42379.7,USD,2026-02-23,2026-08-31,196.94,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
AQR Capital Management,XLF_20261111_C_70p43,,OPTION,XLF,4513,6.88,31049.44,USD,2026-02-23,2026-11-11,70.43,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
AQR Capital Management,AAPL,,EQUITY,AAPL,-4624,454.81,2103041.44,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
AQR Capital Management,XLF_20260730_C_81p5,,OPTION,XLF,764,8.04,6142.56,USD,2026-02-23,2026-07-30,81.5,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
AQR Capital Management,TLT_20260914_P_663p56,,OPTION,TLT,-930,129.23,120183.9,USD,2026-02-23,2026-09-14,663.56,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
AQR Capital Management,TLT_20260910_C_622p01,,OPTION,TLT,963,68.59,66052.17,USD,2026-02-23,2026-09-10,622.01,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
AQR Capital Management,CVX,,EQUITY,CVX,-4182,155.21,649088.22,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
AQR Capital Management,SPY_20260625_P_421p76,,OPTION,SPY,-4169,58.74,244887.06,USD,2026-02-23,2026-06-25,421.76,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Davidson Kempner Capital Management,TLT_20261020_C_485p01,,OPTION,TLT,-2785,122.44,340995.4,USD,2026-02-23,2026-10-20,485.01,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Davidson Kempner Capital Management,TLT_20261114_P_646p68,,OPTION,TLT,-22,49.71,1093.62,USD,2026-02-23,2026-11-14,646.68,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Davidson Kempner Capital Management,SPY_20260424_P_575p85,,OPTION,SPY,-2446,124.35,304160.1,USD,2026-02-23,2026-04-24,575.85,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Davidson Kempner Capital Management,TLT_20260504_C_531p07,,OPTION,TLT,-1218,76.9,93664.2,USD,2026-02-23,2026-05-04,531.07,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Davidson Kempner Capital Management,XLF_20260815_P_81p45,,OPTION,XLF,-4413,9.05,39937.65,USD,2026-02-23,2026-08-15,81.45,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Davidson Kempner Capital Management,RTY,,INDEX_FUTURE,RTY,-89,4592.6,20437070.0,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Davidson Kempner Capital Management,IWM_20260809_P_231p03,,OPTION,IWM,-4522,26.47,119697.34,USD,2026-02-23,2026-08-09,231.03,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Davidson Kempner Capital Management,SPY_20260625_P_421p76,,OPTION,SPY,-3731,58.74,219158.94,USD,2026-02-23,2026-06-25,421.76,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Davidson Kempner Capital Management,XLF_20260630_P_62p04,,OPTION,XLF,1546,12.53,19371.38,USD,2026-02-23,2026-06-30,62.04,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Davidson Kempner Capital Management,SLV,,ETF,SLV,-4784,239.55,1146007.2,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Davidson Kempner Capital Management,LLY,,EQUITY,LLY,-2013,420.7,846869.1,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Davidson Kempner Capital Management,QQQ_20260823_C_500p87,,OPTION,QQQ,-358,63.14,22604.12,USD,2026-02-23,2026-08-23,500.87,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Davidson Kempner Capital Management,TLT_20260912_C_529p02,,OPTION,TLT,-3875,80.98,313797.5,USD,2026-02-23,2026-09-12,529.02,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Point72 Asset Management,YM,,INDEX_FUTURE,YM,168,5808.53,48791652.0,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Point72 Asset Management,XLF_20261009_P_66p76,,OPTION,XLF,-613,8.65,5302.45,USD,2026-02-23,2026-10-09,66.76,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Point72 Asset Management,MS,,EQUITY,MS,-2271,40.26,91430.46,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Point72 Asset Management,EFA,,ETF,EFA,3356,331.01,1110869.56,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Point72 Asset Management,XLF_20260901_P_73p05,,OPTION,XLF,-2692,7.41,19947.72,USD,2026-02-23,2026-09-01,73.05,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Point72 Asset Management,IWM_20260611_C_220p5,,OPTION,IWM,-2595,10.51,27273.45,USD,2026-02-23,2026-06-11,220.5,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Point72 Asset Management,IEF,,ETF,IEF,4532,215.22,975377.04,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Point72 Asset Management,TLT_20261107_P_490p24,,OPTION,TLT,561,66.33,37211.13,USD,2026-02-23,2026-11-07,490.24,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Point72 Asset Management,XLF_20260511_P_89p76,,OPTION,XLF,2355,15.35,36149.25,USD,2026-02-23,2026-05-11,89.76,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Point72 Asset Management,TLT_20260504_C_531p07,,OPTION,TLT,-741,76.9,56982.9,USD,2026-02-23,2026-05-04,531.07,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Point72 Asset Management,AMZN,,EQUITY,AMZN,906,171.78,155632.68,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Point72 Asset Management,NQ,,INDEX_FUTURE,NQ,114,5647.02,32188014.0,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Point72 Asset Management,TLT_20260625_C_545p16,,OPTION,TLT,2454,44.7,109693.8,USD,2026-02-23,2026-06-25,545.16,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Marshall Wace,QQQ_20261027_C_397p61,,OPTION,QQQ,-2001,31.03,62091.03,USD,2026-02-23,2026-10-27,397.61,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Marshall Wace,KO,,EQUITY,KO,4736,461.92,2187653.12,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Marshall Wace,QQQ_20260719_C_343p51,,OPTION,QQQ,1393,87.94,122500.42,USD,2026-02-23,2026-07-19,343.51,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Marshall Wace,IWM_20261028_P_260p42,,OPTION,IWM,-647,31.23,20205.81,USD,2026-02-23,2026-10-28,260.42,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Marshall Wace,IWM_20260901_C_180p84,,OPTION,IWM,-1973,24.82,48969.86,USD,2026-02-23,2026-09-01,180.84,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Marshall Wace,TLT_20260627_C_668p44,,OPTION,TLT,4778,65.78,314296.84,USD,2026-02-23,2026-06-27,668.44,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Marshall Wace,RTY,,INDEX_FUTURE,RTY,-60,4592.6,13777800.0,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Brevan Howard,TLT_20260616_C_617p07,,OPTION,TLT,-3476,49.9,173452.4,USD,2026-02-23,2026-06-16,617.07,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Brevan Howard,QQQ_20261105_C_367p39,,OPTION,QQQ,-3743,68.01,254561.43,USD,2026-02-23,2026-11-05,367.39,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Brevan Howard,NVDA,,EQUITY,NVDA,-1731,207.02,358351.62,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Brevan Howard,TLT_20261101_C_495p7,,OPTION,TLT,3959,111.85,442814.15,USD,2026-02-23,2026-11-01,495.7,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Brevan Howard,QQQ_20260804_P_509p08,,OPTION,QQQ,-1944,80.15,155811.6,USD,2026-02-23,2026-08-04,509.08,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Brevan Howard,XLF_20260710_C_73p24,,OPTION,XLF,-4686,4.5,21087.0,USD,2026-02-23,2026-07-10,73.24,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Brevan Howard,ZB,,RATES_FUTURE,ZB,-295,126.7057,29500000.0,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Brevan Howard,AVGO,,EQUITY,AVGO,2518,570.41,1436292.38,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Brevan Howard,TLT_20260815_P_587p07,,OPTION,TLT,-3243,34.1,110586.3,USD,2026-02-23,2026-08-15,587.07,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Brevan Howard,IWM_20260825_P_192p46,,OPTION,IWM,67,37.82,2533.94,USD,2026-02-23,2026-08-25,192.46,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Brevan Howard,QQQ_20260425_C_352p0,,OPTION,QQQ,-4968,59.0,293112.0,USD,2026-02-23,2026-04-25,352.0,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Wellington Management,SPY_20260810_P_506p18,,OPTION,SPY,-4748,31.26,148422.48,USD,2026-02-23,2026-08-10,506.18,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Wellington Management,IWM_20261110_P_242p14,,OPTION,IWM,1077,26.77,28831.29,USD,2026-02-23,2026-11-10,242.14,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Wellington Management,SPY_20260529_C_489p24,,OPTION,SPY,-2418,25.28,61127.04,USD,2026-02-23,2026-05-29,489.24,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Wellington Management,SPY_20260625_P_421p76,,OPTION,SPY,3404,58.74,199950.96,USD,2026-02-23,2026-06-25,421.76,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Wellington Management,QQQ_20260709_C_482p99,,OPTION,QQQ,1645,45.83,75390.35,USD,2026-02-23,2026-07-09,482.99,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Wellington Management,ES,,INDEX_FUTURE,ES,-139,4260.2,29608390.0,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Wellington Management,TLT,,ETF,TLT,-4448,575.18,2558400.64,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Wellington Management,BAC,,EQUITY,BAC,-1447,168.67,244065.49,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Wellington Management,QQQ_20261026_P_498p94,,OPTION,QQQ,-3948,60.54,239011.92,USD,2026-02-23,2026-10-26,498.94,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Wellington Management,TLT_20261107_P_490p24,,OPTION,TLT,2775,66.33,184065.75,USD,2026-02-23,2026-11-07,490.24,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Wellington Management,GS,,EQUITY,GS,3936,306.91,1207997.76,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
PIMCO,SPY_20260522_C_419p7,,OPTION,SPY,-3726,90.85,338507.1,USD,2026-02-23,2026-05-22,419.7,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
PIMCO,IWM_20261102_C_255p23,,OPTION,IWM,-2148,37.7,80979.6,USD,2026-02-23,2026-11-02,255.23,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
PIMCO,XLF_20261113_C_83p28,,OPTION,XLF,3044,7.27,22129.88,USD,2026-02-23,2026-11-13,83.28,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
PIMCO,IWM_20260909_P_179p18,,OPTION,IWM,-1916,25.33,48532.28,USD,2026-02-23,2026-09-09,179.18,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
PIMCO,DIA,,ETF,DIA,-305,110.18,33604.9,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
PIMCO,AMZN,,EQUITY,AMZN,1913,171.78,328615.14,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
PIMCO,QQQ_20261116_C_392p2,,OPTION,QQQ,-3804,34.22,130172.88,USD,2026-02-23,2026-11-16,392.2,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
PIMCO,XLF_20260912_P_64p75,,OPTION,XLF,3345,13.72,45893.4,USD,2026-02-23,2026-09-12,64.75,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
PIMCO,EWJ,,ETF,EWJ,1245,443.24,551833.8,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Ruffer,QQQ_20260502_C_486p05,,OPTION,QQQ,-3184,66.65,212213.6,USD,2026-02-23,2026-05-02,486.05,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Ruffer,XLF_20261009_P_66p76,,OPTION,XLF,-3040,8.65,26296.0,USD,2026-02-23,2026-10-09,66.76,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Ruffer,XLE,,ETF,XLE,4911,370.16,1817855.76,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Ruffer,TLT,,ETF,TLT,3498,575.18,2011979.64,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Ruffer,SPY_20260523_P_522p8,,OPTION,SPY,-4009,58.11,232962.99,USD,2026-02-23,2026-05-23,522.8,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Ruffer,XLF_20260912_P_64p75,,OPTION,XLF,2292,13.72,31446.24,USD,2026-02-23,2026-09-12,64.75,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Ruffer,SLV,,ETF,SLV,3135,239.55,750989.25,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Anchorage Capital Group,TLT_20260815_P_587p07,,OPTION,TLT,1738,34.1,59265.8,USD,2026-02-23,2026-08-15,587.07,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Anchorage Capital Group,SPY_20260523_P_522p8,,OPTION,SPY,-415,58.11,24115.65,USD,2026-02-23,2026-05-23,522.8,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Anchorage Capital Group,IWM_20260708_C_192p81,,OPTION,IWM,1996,30.12,60119.52,USD,2026-02-23,2026-07-08,192.81,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Anchorage Capital Group,IEF,,ETF,IEF,4725,215.22,1016914.5,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Anchorage Capital Group,IWM_20260920_C_215p33,,OPTION,IWM,563,6.66,3749.58,USD,2026-02-23,2026-09-20,215.33,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Anchorage Capital Group,XLF_20260710_C_73p24,,OPTION,XLF,4804,4.5,21618.0,USD,2026-02-23,2026-07-10,73.24,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Anchorage Capital Group,IWM_20261028_P_260p42,,OPTION,IWM,-1909,31.23,59618.07,USD,2026-02-23,2026-10-28,260.42,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Anchorage Capital Group,PEP,,EQUITY,PEP,1308,390.56,510852.48,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Anchorage Capital Group,IWM_20261102_C_255p23,,OPTION,IWM,2272,37.7,85654.4,USD,2026-02-23,2026-11-02,255.23,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Anchorage Capital Group,QQQ_20260823_C_500p87,,OPTION,QQQ,-1065,63.14,67244.1,USD,2026-02-23,2026-08-23,500.87,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Anchorage Capital Group,SPY_20260625_P_421p76,,OPTION,SPY,1430,58.74,83998.2,USD,2026-02-23,2026-06-25,421.76,PUT,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Anchorage Capital Group,EWJ,,ETF,EWJ,311,443.24,137847.64,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Anchorage Capital Group,TLT_20260504_C_531p07,,OPTION,TLT,-122,76.9,9381.8,USD,2026-02-23,2026-05-04,531.07,CALL,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
Anchorage Capital Group,DIA,,ETF,DIA,-2049,110.18,225758.82,USD,2026-02-23,,,,CBOE/NYSEARCA/CME (synthetic),Synthetic demo portfolio; not real positions or prices.
